Ord_id,Order_Date,Order_Priority
Ord_1469,07-09-2012,HIGH
Ord_5001,07-09-2012,CRITICAL
Ord_5503,07-09-2012,LOW
Ord_270,08-09-2012,CRITICAL
Ord_443,08-09-2012,LOW
Ord_2089,08-09-2012,LOW
Ord_2524,08-09-2012,HIGH
Ord_5220,08-09-2012,CRITICAL
Ord_5330,08-09-2012,HIGH
Ord_2265,09-09-2012,MEDIUM
Ord_2619,09-09-2012,MEDIUM
Ord_3372,09-09-2012,MEDIUM
Ord_3882,09-09-2012,MEDIUM
Ord_1841,10-09-2012,HIGH
Ord_3971,10-09-2012,MEDIUM
Ord_4689,10-09-2012,CRITICAL
Ord_234,11-09-2012,HIGH
Ord_1454,11-09-2012,NOT SPECIFIED
Ord_4527,11-09-2012,NOT SPECIFIED
Ord_4931,11-09-2012,CRITICAL
Ord_645,12-09-2012,NOT SPECIFIED
Ord_1767,12-09-2012,CRITICAL
Ord_1880,12-09-2012,NOT SPECIFIED
Ord_1910,12-09-2012,LOW
Ord_3586,12-09-2012,MEDIUM
Ord_5299,12-09-2012,CRITICAL
Ord_2293,01-10-2012,CRITICAL
Ord_2312,01-10-2012,CRITICAL
Ord_4020,01-10-2012,HIGH
Ord_4489,01-10-2012,LOW
Ord_464,02-10-2012,HIGH
Ord_2221,02-10-2012,MEDIUM
Ord_2993,02-10-2012,NOT SPECIFIED
Ord_4180,02-10-2012,NOT SPECIFIED
Ord_5269,02-10-2012,CRITICAL
Ord_305,03-10-2012,NOT SPECIFIED
Ord_1399,03-10-2012,HIGH
Ord_2788,03-10-2012,MEDIUM
Ord_2813,03-10-2012,CRITICAL
Ord_2890,03-10-2012,MEDIUM
Ord_4397,03-10-2012,NOT SPECIFIED
Ord_1238,04-10-2012,MEDIUM
Ord_2340,04-10-2012,LOW
Ord_5295,04-10-2012,MEDIUM
Ord_699,05-10-2012,NOT SPECIFIED
Ord_775,05-10-2012,MEDIUM
Ord_895,05-10-2012,LOW
Ord_3734,05-10-2012,HIGH
Ord_2040,06-10-2012,CRITICAL
Ord_2762,06-10-2012,HIGH
Ord_3428,06-10-2012,MEDIUM
Ord_4299,06-10-2012,HIGH
Ord_959,07-10-2012,NOT SPECIFIED
Ord_1018,07-10-2012,MEDIUM
Ord_2642,07-10-2012,LOW
Ord_3738,07-10-2012,HIGH
Ord_5297,07-10-2012,HIGH
Ord_710,08-10-2012,LOW
Ord_967,08-10-2012,LOW
Ord_1453,08-10-2012,HIGH
Ord_2087,08-10-2012,LOW
Ord_3590,08-10-2012,NOT SPECIFIED
Ord_4171,08-10-2012,MEDIUM
Ord_4319,08-10-2012,LOW
Ord_363,09-10-2012,LOW
Ord_489,09-10-2012,HIGH
Ord_2162,09-10-2012,HIGH
Ord_5062,09-10-2012,CRITICAL
Ord_317,10-10-2012,CRITICAL
Ord_3673,10-10-2012,NOT SPECIFIED
Ord_677,11-10-2012,NOT SPECIFIED
Ord_697,11-10-2012,LOW
Ord_1800,11-10-2012,CRITICAL
Ord_2500,11-10-2012,CRITICAL
Ord_2968,11-10-2012,LOW
Ord_3072,11-10-2012,HIGH
Ord_556,12-10-2012,NOT SPECIFIED
Ord_1213,12-10-2012,MEDIUM
Ord_1679,12-10-2012,CRITICAL
Ord_2787,12-10-2012,HIGH
Ord_3346,12-10-2012,LOW
Ord_4963,12-10-2012,NOT SPECIFIED
Ord_297,01-11-2012,NOT SPECIFIED
Ord_1065,01-11-2012,LOW
Ord_2511,01-11-2012,HIGH
Ord_3202,01-11-2012,HIGH
Ord_3691,01-11-2012,NOT SPECIFIED
Ord_4737,01-11-2012,CRITICAL
Ord_896,02-11-2012,LOW
Ord_2186,02-11-2012,HIGH
Ord_2561,02-11-2012,LOW
Ord_4034,02-11-2012,MEDIUM
Ord_4448,02-11-2012,MEDIUM
Ord_4479,02-11-2012,NOT SPECIFIED
Ord_1321,03-11-2012,LOW
Ord_3426,03-11-2012,MEDIUM
Ord_4724,03-11-2012,NOT SPECIFIED
Ord_320,04-11-2012,CRITICAL
Ord_747,04-11-2012,LOW
Ord_1678,04-11-2012,MEDIUM
Ord_3188,04-11-2012,LOW
Ord_3931,04-11-2012,CRITICAL
Ord_3990,04-11-2012,MEDIUM
Ord_195,05-11-2012,CRITICAL
Ord_2635,05-11-2012,MEDIUM
Ord_3842,05-11-2012,MEDIUM
Ord_4462,05-11-2012,NOT SPECIFIED
Ord_268,06-11-2012,CRITICAL
Ord_784,06-11-2012,HIGH
Ord_1365,06-11-2012,LOW
Ord_1849,06-11-2012,MEDIUM
Ord_4759,06-11-2012,LOW
Ord_5057,06-11-2012,MEDIUM
Ord_787,07-11-2012,CRITICAL
Ord_1217,07-11-2012,NOT SPECIFIED
Ord_2721,07-11-2012,LOW
Ord_3352,07-11-2012,NOT SPECIFIED
Ord_5162,07-11-2012,LOW
Ord_455,08-11-2012,HIGH
Ord_3083,08-11-2012,CRITICAL
Ord_1424,09-11-2012,NOT SPECIFIED
Ord_1947,09-11-2012,CRITICAL
Ord_2943,10-11-2012,NOT SPECIFIED
Ord_3829,10-11-2012,NOT SPECIFIED
Ord_5025,10-11-2012,CRITICAL
Ord_324,11-11-2012,CRITICAL
Ord_1503,11-11-2012,HIGH
Ord_5013,11-11-2012,LOW
Ord_543,12-11-2012,NOT SPECIFIED
Ord_3007,12-11-2012,HIGH
Ord_3823,12-11-2012,CRITICAL
Ord_4552,12-11-2012,HIGH
Ord_4902,12-11-2012,LOW
Ord_5048,12-11-2012,MEDIUM
Ord_1437,01-12-2012,CRITICAL
Ord_2080,01-12-2012,LOW
Ord_3241,01-12-2012,MEDIUM
Ord_3940,01-12-2012,HIGH
Ord_4591,01-12-2012,HIGH
Ord_5125,01-12-2012,HIGH
Ord_5126,01-12-2012,CRITICAL
Ord_905,02-12-2012,HIGH
Ord_2107,02-12-2012,MEDIUM
Ord_4911,02-12-2012,HIGH
Ord_5253,02-12-2012,CRITICAL
Ord_139,03-12-2012,CRITICAL
Ord_1081,03-12-2012,HIGH
Ord_1402,03-12-2012,HIGH
Ord_4702,03-12-2012,MEDIUM
Ord_1014,04-12-2012,CRITICAL
Ord_2267,04-12-2012,CRITICAL
Ord_2814,04-12-2012,CRITICAL
Ord_3443,04-12-2012,CRITICAL
Ord_4344,04-12-2012,HIGH
Ord_152,05-12-2012,LOW
Ord_1275,05-12-2012,LOW
Ord_1277,05-12-2012,NOT SPECIFIED
Ord_1803,05-12-2012,MEDIUM
Ord_2562,05-12-2012,HIGH
Ord_3367,05-12-2012,LOW
Ord_3474,05-12-2012,NOT SPECIFIED
Ord_5144,05-12-2012,MEDIUM
Ord_45,06-12-2012,CRITICAL
Ord_743,06-12-2012,MEDIUM
Ord_1162,06-12-2012,LOW
Ord_2096,06-12-2012,LOW
Ord_4572,06-12-2012,NOT SPECIFIED
Ord_1271,07-12-2012,MEDIUM
Ord_1409,07-12-2012,LOW
Ord_2834,07-12-2012,CRITICAL
Ord_3070,07-12-2012,NOT SPECIFIED
Ord_922,08-12-2012,CRITICAL
Ord_1893,08-12-2012,HIGH
Ord_3082,08-12-2012,NOT SPECIFIED
Ord_3363,08-12-2012,MEDIUM
Ord_3445,08-12-2012,LOW
Ord_3641,08-12-2012,LOW
Ord_4262,08-12-2012,MEDIUM
Ord_4298,08-12-2012,LOW
Ord_252,09-12-2012,LOW
Ord_3028,09-12-2012,NOT SPECIFIED
Ord_3185,09-12-2012,NOT SPECIFIED
Ord_3228,09-12-2012,LOW
Ord_3573,09-12-2012,LOW
Ord_4212,09-12-2012,NOT SPECIFIED
Ord_1229,10-12-2012,LOW
Ord_2037,10-12-2012,HIGH
Ord_5359,10-12-2012,CRITICAL
Ord_4328,11-12-2012,CRITICAL
Ord_1980,12-12-2012,NOT SPECIFIED
Ord_3031,12-12-2012,CRITICAL
Ord_2181,13-12-2008,CRITICAL
Ord_3338,13-12-2008,LOW
Ord_4454,13-12-2008,LOW
Ord_1410,13-12-2009,NOT SPECIFIED
Ord_2257,13-12-2009,LOW
Ord_3010,13-12-2009,NOT SPECIFIED
Ord_943,13-12-2010,HIGH
Ord_1859,13-12-2010,HIGH
Ord_3851,13-12-2010,LOW
Ord_3627,13-12-2011,NOT SPECIFIED
Ord_4015,13-12-2011,HIGH
Ord_4541,13-12-2011,CRITICAL
Ord_759,13-12-2008,CRITICAL
Ord_917,13-12-2008,HIGH
Ord_2956,13-12-2008,CRITICAL
Ord_3512,13-12-2008,MEDIUM
Ord_1979,13-12-2009,NOT SPECIFIED
Ord_333,13-12-2010,CRITICAL
Ord_357,13-12-2010,NOT SPECIFIED
Ord_1003,13-12-2010,CRITICAL
Ord_1999,13-12-2010,MEDIUM
Ord_3908,13-12-2010,NOT SPECIFIED
Ord_4017,13-12-2010,MEDIUM
Ord_1517,13-12-2011,NOT SPECIFIED
Ord_3602,13-12-2011,CRITICAL
Ord_3885,13-12-2011,NOT SPECIFIED
Ord_242,13-12-2008,CRITICAL
Ord_2121,13-12-2008,MEDIUM
Ord_2682,13-12-2008,CRITICAL
Ord_639,13-12-2009,CRITICAL
Ord_1796,13-12-2009,MEDIUM
Ord_3019,13-12-2009,CRITICAL
Ord_3619,13-12-2009,LOW
Ord_3787,13-12-2009,CRITICAL
Ord_1586,13-12-2010,HIGH
Ord_2462,13-12-2010,LOW
Ord_3325,13-12-2010,LOW
Ord_4950,13-12-2010,HIGH
Ord_617,13-12-2011,HIGH
Ord_2899,13-12-2011,MEDIUM
Ord_4988,13-12-2011,NOT SPECIFIED
Ord_2252,13-12-2008,CRITICAL
Ord_3004,13-12-2008,CRITICAL
Ord_3501,13-12-2008,CRITICAL
Ord_653,13-12-2010,LOW
Ord_1710,13-12-2010,CRITICAL
Ord_2348,13-12-2010,NOT SPECIFIED
Ord_2857,13-12-2010,CRITICAL
Ord_744,13-12-2011,HIGH
Ord_2792,13-12-2011,NOT SPECIFIED
Ord_3328,13-12-2011,HIGH
Ord_3420,13-12-2011,HIGH
Ord_3437,13-12-2011,MEDIUM
Ord_3649,13-12-2011,NOT SPECIFIED
Ord_4219,13-12-2011,HIGH
Ord_1793,13-12-2008,MEDIUM
Ord_2472,13-12-2008,NOT SPECIFIED
Ord_4450,13-12-2008,HIGH
Ord_5183,13-12-2008,MEDIUM
Ord_2256,13-12-2009,MEDIUM
Ord_2317,13-12-2009,LOW
Ord_2836,13-12-2009,NOT SPECIFIED
Ord_4691,13-12-2009,LOW
Ord_436,13-12-2010,MEDIUM
Ord_225,13-12-2011,HIGH
Ord_1674,13-12-2011,CRITICAL
Ord_1890,13-12-2011,HIGH
Ord_2003,13-12-2011,CRITICAL
Ord_2009,13-12-2011,HIGH
Ord_3244,13-12-2011,CRITICAL
Ord_3988,13-12-2011,CRITICAL
Ord_1306,13-12-2008,LOW
Ord_1553,13-12-2008,LOW
Ord_3640,13-12-2008,HIGH
Ord_4185,13-12-2008,HIGH
Ord_526,13-12-2009,LOW
Ord_2714,13-12-2009,LOW
Ord_2880,13-12-2009,NOT SPECIFIED
Ord_412,13-12-2010,MEDIUM
Ord_3362,13-12-2010,LOW
Ord_603,13-12-2011,MEDIUM
Ord_3915,13-12-2011,NOT SPECIFIED
Ord_4696,13-12-2011,NOT SPECIFIED
Ord_249,13-12-2008,NOT SPECIFIED
Ord_4557,13-12-2008,LOW
Ord_5084,13-12-2008,LOW
Ord_5200,13-12-2008,MEDIUM
Ord_2176,13-12-2009,LOW
Ord_974,13-12-2010,HIGH
Ord_2860,13-12-2010,MEDIUM
Ord_3312,13-12-2010,NOT SPECIFIED
Ord_4061,13-12-2010,NOT SPECIFIED
Ord_976,13-12-2011,NOT SPECIFIED
Ord_1807,13-12-2011,MEDIUM
Ord_3629,13-12-2011,MEDIUM
Ord_5146,13-12-2011,NOT SPECIFIED
Ord_3798,13-12-2008,HIGH
Ord_3849,13-12-2008,MEDIUM
Ord_888,13-12-2009,CRITICAL
Ord_1425,13-12-2009,MEDIUM
Ord_1527,13-12-2009,MEDIUM
Ord_3381,13-12-2009,MEDIUM
Ord_60,13-12-2010,MEDIUM
Ord_2442,13-12-2010,CRITICAL
Ord_3468,13-12-2010,CRITICAL
Ord_4428,13-12-2011,MEDIUM
Ord_5471,13-12-2011,HIGH
Ord_1205,13-12-2008,CRITICAL
Ord_3454,13-12-2008,MEDIUM
Ord_3820,13-12-2008,CRITICAL
Ord_3947,13-12-2008,MEDIUM
Ord_3824,13-12-2009,HIGH
Ord_3964,13-12-2009,CRITICAL
Ord_4867,13-12-2009,CRITICAL
Ord_5309,13-12-2009,LOW
Ord_5470,13-12-2009,NOT SPECIFIED
Ord_440,13-12-2010,NOT SPECIFIED
Ord_634,13-12-2010,CRITICAL
Ord_3418,13-12-2010,HIGH
Ord_698,13-12-2011,MEDIUM
Ord_964,13-12-2011,CRITICAL
Ord_1687,13-12-2011,NOT SPECIFIED
Ord_1741,13-12-2011,LOW
Ord_2716,13-12-2011,CRITICAL
Ord_4927,13-12-2011,HIGH
Ord_1346,13-11-2008,CRITICAL
Ord_1400,13-11-2008,MEDIUM
Ord_1724,13-11-2008,HIGH
Ord_2802,13-11-2008,NOT SPECIFIED
Ord_2927,13-11-2008,LOW
Ord_1,13-11-2009,LOW
Ord_1373,13-11-2009,NOT SPECIFIED
Ord_2021,13-11-2009,MEDIUM
Ord_2583,13-11-2009,MEDIUM
Ord_4078,13-11-2010,CRITICAL
Ord_4980,13-11-2010,NOT SPECIFIED
Ord_1193,13-11-2011,NOT SPECIFIED
Ord_3905,13-11-2011,LOW
Ord_5228,13-11-2011,HIGH
Ord_5419,13-11-2008,MEDIUM
Ord_280,13-11-2009,CRITICAL
Ord_1027,13-11-2009,MEDIUM
Ord_1038,13-11-2009,NOT SPECIFIED
Ord_3431,13-11-2009,MEDIUM
Ord_4297,13-11-2009,NOT SPECIFIED
Ord_4505,13-11-2009,CRITICAL
Ord_2494,13-11-2010,NOT SPECIFIED
Ord_3013,13-11-2010,HIGH
Ord_749,13-11-2011,CRITICAL
Ord_1596,13-11-2011,HIGH
Ord_1694,13-11-2008,CRITICAL
Ord_4471,13-11-2008,NOT SPECIFIED
Ord_481,13-11-2009,HIGH
Ord_840,13-11-2009,NOT SPECIFIED
Ord_2325,13-11-2009,CRITICAL
Ord_2987,13-11-2009,NOT SPECIFIED
Ord_4789,13-11-2009,MEDIUM
Ord_4841,13-11-2010,NOT SPECIFIED
Ord_2525,13-11-2011,NOT SPECIFIED
Ord_4373,13-11-2011,CRITICAL
Ord_2909,14-12-2008,CRITICAL
Ord_4065,14-12-2008,NOT SPECIFIED
Ord_4403,14-12-2008,CRITICAL
Ord_4999,14-12-2008,MEDIUM
Ord_177,14-12-2009,HIGH
Ord_757,14-12-2009,NOT SPECIFIED
Ord_2064,14-12-2009,CRITICAL
Ord_2587,14-12-2009,NOT SPECIFIED
Ord_3860,14-12-2009,MEDIUM
Ord_4506,14-12-2009,CRITICAL
Ord_4644,14-12-2009,HIGH
Ord_4906,14-12-2009,HIGH
Ord_927,14-12-2010,HIGH
Ord_5448,14-12-2011,NOT SPECIFIED
Ord_1235,14-12-2008,LOW
Ord_3839,14-12-2008,HIGH
Ord_4752,14-12-2008,CRITICAL
Ord_4802,14-12-2008,NOT SPECIFIED
Ord_1291,14-12-2009,MEDIUM
Ord_4139,14-12-2009,HIGH
Ord_5325,14-12-2009,CRITICAL
Ord_592,14-12-2010,LOW
Ord_1446,14-12-2010,NOT SPECIFIED
Ord_1598,14-12-2010,LOW
Ord_2057,14-12-2010,NOT SPECIFIED
Ord_2298,14-12-2010,MEDIUM
Ord_3196,14-12-2010,NOT SPECIFIED
Ord_13,14-12-2011,CRITICAL
Ord_256,14-12-2011,NOT SPECIFIED
Ord_2062,14-12-2011,HIGH
Ord_2195,14-12-2011,NOT SPECIFIED
Ord_2433,14-12-2008,CRITICAL
Ord_3449,14-12-2008,NOT SPECIFIED
Ord_3648,14-12-2008,MEDIUM
Ord_4051,14-12-2008,NOT SPECIFIED
Ord_1273,14-12-2009,MEDIUM
Ord_3303,14-12-2009,MEDIUM
Ord_5209,14-12-2009,LOW
Ord_4560,14-12-2010,HIGH
Ord_1249,14-12-2011,NOT SPECIFIED
Ord_1317,14-12-2011,CRITICAL
Ord_2374,14-12-2011,MEDIUM
Ord_3607,14-12-2011,LOW
Ord_1828,14-12-2008,LOW
Ord_1998,14-12-2008,MEDIUM
Ord_356,14-12-2010,MEDIUM
Ord_435,14-12-2011,HIGH
Ord_682,14-12-2011,HIGH
Ord_2791,14-12-2011,MEDIUM
Ord_3198,14-12-2011,HIGH
Ord_4690,14-12-2011,CRITICAL
Ord_5367,14-12-2011,CRITICAL
Ord_1934,14-12-2008,NOT SPECIFIED
Ord_2311,14-12-2008,NOT SPECIFIED
Ord_3130,14-12-2008,CRITICAL
Ord_4243,14-12-2008,LOW
Ord_4896,14-12-2008,CRITICAL
Ord_579,14-12-2009,NOT SPECIFIED
Ord_1583,14-12-2009,MEDIUM
Ord_2013,14-12-2009,MEDIUM
Ord_2460,14-12-2009,MEDIUM
Ord_3051,14-12-2009,NOT SPECIFIED
Ord_3945,14-12-2009,MEDIUM
Ord_5158,14-12-2009,HIGH
Ord_216,14-12-2010,HIGH
Ord_1177,14-12-2010,LOW
Ord_2581,14-12-2010,LOW
Ord_4019,14-12-2010,LOW
Ord_4815,14-12-2010,CRITICAL
Ord_1552,14-12-2011,HIGH
Ord_3014,14-12-2011,CRITICAL
Ord_1194,14-12-2008,NOT SPECIFIED
Ord_2211,14-12-2008,CRITICAL
Ord_3744,14-12-2008,NOT SPECIFIED
Ord_213,14-12-2009,CRITICAL
Ord_474,14-12-2009,NOT SPECIFIED
Ord_1587,14-12-2009,LOW
Ord_2145,14-12-2009,HIGH
Ord_1096,14-12-2010,LOW
Ord_1636,14-12-2010,LOW
Ord_1949,14-12-2010,NOT SPECIFIED
Ord_2132,14-12-2010,CRITICAL
Ord_4905,14-12-2010,HIGH
Ord_3837,14-12-2011,CRITICAL
Ord_3874,14-12-2011,LOW
Ord_3902,14-12-2011,MEDIUM
Ord_1115,14-12-2008,NOT SPECIFIED
Ord_4358,14-12-2008,LOW
Ord_5463,14-12-2008,LOW
Ord_189,14-12-2009,LOW
Ord_1541,14-12-2009,CRITICAL
Ord_2382,14-12-2009,NOT SPECIFIED
Ord_4840,14-12-2009,HIGH
Ord_4913,14-12-2009,MEDIUM
Ord_540,14-12-2010,NOT SPECIFIED
Ord_1802,14-12-2010,NOT SPECIFIED
Ord_4359,14-12-2010,LOW
Ord_4855,14-12-2010,NOT SPECIFIED
Ord_5426,14-12-2010,CRITICAL
Ord_1301,14-12-2011,NOT SPECIFIED
Ord_2544,14-12-2011,LOW
Ord_3058,14-12-2011,CRITICAL
Ord_944,14-12-2008,CRITICAL
Ord_1380,14-12-2008,NOT SPECIFIED
Ord_1899,14-12-2008,HIGH
Ord_2150,14-12-2008,HIGH
Ord_3235,14-12-2008,CRITICAL
Ord_3896,14-12-2008,CRITICAL
Ord_4683,14-12-2008,CRITICAL
Ord_5384,14-12-2008,CRITICAL
Ord_1522,14-12-2009,HIGH
Ord_3845,14-12-2009,HIGH
Ord_4515,14-12-2009,MEDIUM
Ord_2815,14-12-2010,NOT SPECIFIED
Ord_2871,14-12-2010,CRITICAL
Ord_3105,14-12-2010,CRITICAL
Ord_695,14-12-2011,MEDIUM
Ord_1103,14-12-2011,MEDIUM
Ord_3996,14-12-2011,MEDIUM
Ord_4218,14-12-2011,HIGH
Ord_4275,14-12-2011,MEDIUM
Ord_4349,14-12-2011,HIGH
Ord_1543,14-12-2008,NOT SPECIFIED
Ord_1996,14-12-2008,HIGH
Ord_3969,14-12-2008,MEDIUM
Ord_4129,14-12-2008,MEDIUM
Ord_1101,14-12-2009,MEDIUM
Ord_1484,14-12-2009,HIGH
Ord_2441,14-12-2009,NOT SPECIFIED
Ord_3211,14-12-2009,MEDIUM
Ord_109,14-12-2010,NOT SPECIFIED
Ord_2210,14-12-2010,NOT SPECIFIED
Ord_1844,14-12-2011,HIGH
Ord_2786,14-12-2011,LOW
Ord_3906,14-12-2011,HIGH
Ord_4570,14-12-2011,CRITICAL
Ord_4680,14-12-2011,MEDIUM
Ord_1118,14-11-2009,CRITICAL
Ord_2863,14-11-2009,MEDIUM
Ord_4684,14-11-2009,HIGH
Ord_4384,14-11-2010,MEDIUM
Ord_1070,14-11-2011,HIGH
Ord_2069,14-11-2011,HIGH
Ord_4982,14-11-2011,NOT SPECIFIED
Ord_5241,14-11-2011,LOW
Ord_126,14-11-2008,MEDIUM
Ord_281,14-11-2008,MEDIUM
Ord_4108,14-11-2008,CRITICAL
Ord_2196,14-11-2009,NOT SPECIFIED
Ord_2485,14-11-2009,HIGH
Ord_2864,14-11-2009,LOW
Ord_4115,14-11-2009,CRITICAL
Ord_1322,14-11-2010,LOW
Ord_4338,14-11-2010,LOW
Ord_4520,14-11-2011,HIGH
Ord_368,14-11-2008,LOW
Ord_969,14-11-2008,CRITICAL
Ord_1316,14-11-2008,LOW
Ord_3022,14-11-2008,NOT SPECIFIED
Ord_3497,14-11-2008,HIGH
Ord_3822,14-11-2008,LOW
Ord_346,14-11-2009,LOW
Ord_807,14-11-2009,MEDIUM
Ord_1053,14-11-2009,NOT SPECIFIED
Ord_1156,14-11-2009,CRITICAL
Ord_2817,14-11-2009,LOW
Ord_525,14-11-2010,LOW
Ord_2203,14-11-2010,NOT SPECIFIED
Ord_2140,14-11-2011,MEDIUM
Ord_46,15-12-2008,LOW
Ord_810,15-12-2008,NOT SPECIFIED
Ord_2946,15-12-2008,MEDIUM
Ord_3759,15-12-2008,HIGH
Ord_4046,15-12-2008,CRITICAL
Ord_1912,15-12-2009,CRITICAL
Ord_2865,15-12-2009,MEDIUM
Ord_3942,15-12-2009,CRITICAL
Ord_1117,15-12-2010,CRITICAL
Ord_3447,15-12-2010,CRITICAL
Ord_2259,15-12-2011,CRITICAL
Ord_4253,15-12-2011,MEDIUM
Ord_452,15-12-2008,CRITICAL
Ord_2447,15-12-2008,LOW
Ord_3392,15-12-2008,LOW
Ord_4615,15-12-2008,NOT SPECIFIED
Ord_1539,15-12-2009,CRITICAL
Ord_4984,15-12-2009,LOW
Ord_837,15-12-2010,LOW
Ord_1738,15-12-2010,LOW
Ord_2351,15-12-2010,MEDIUM
Ord_4460,15-12-2010,NOT SPECIFIED
Ord_1542,15-12-2011,LOW
Ord_2026,15-12-2011,MEDIUM
Ord_2218,15-12-2011,LOW
Ord_3494,15-12-2011,NOT SPECIFIED
Ord_941,15-12-2008,MEDIUM
Ord_1478,15-12-2008,HIGH
Ord_1805,15-12-2008,MEDIUM
Ord_2585,15-12-2008,HIGH
Ord_5082,15-12-2008,NOT SPECIFIED
Ord_1480,15-12-2009,CRITICAL
Ord_1834,15-12-2009,NOT SPECIFIED
Ord_2508,15-12-2009,LOW
Ord_625,15-12-2010,HIGH
Ord_1174,15-12-2010,NOT SPECIFIED
Ord_1774,15-12-2010,LOW
Ord_2967,15-12-2010,HIGH
Ord_3143,15-12-2010,HIGH
Ord_3925,15-12-2010,LOW
Ord_3949,15-12-2010,MEDIUM
Ord_4362,15-12-2010,LOW
Ord_129,15-12-2011,NOT SPECIFIED
Ord_389,15-12-2011,NOT SPECIFIED
Ord_1276,15-12-2011,NOT SPECIFIED
Ord_4259,15-12-2011,NOT SPECIFIED
Ord_4483,15-12-2011,NOT SPECIFIED
Ord_4778,15-12-2011,NOT SPECIFIED
Ord_2466,15-12-2008,NOT SPECIFIED
Ord_3776,15-12-2008,NOT SPECIFIED
Ord_4233,15-12-2008,CRITICAL
Ord_108,15-12-2009,CRITICAL
Ord_623,15-12-2009,LOW
Ord_1261,15-12-2009,MEDIUM
Ord_1936,15-12-2009,NOT SPECIFIED
Ord_2646,15-12-2009,HIGH
Ord_3912,15-12-2009,MEDIUM
Ord_4784,15-12-2009,MEDIUM
Ord_5096,15-12-2009,HIGH
Ord_185,15-12-2010,CRITICAL
Ord_3311,15-12-2010,LOW
Ord_3314,15-12-2010,MEDIUM
Ord_4053,15-12-2010,NOT SPECIFIED
Ord_5234,15-12-2010,HIGH
Ord_14,15-12-2011,LOW
Ord_181,15-12-2011,HIGH
Ord_264,15-12-2011,NOT SPECIFIED
Ord_1196,15-12-2011,NOT SPECIFIED
Ord_1647,15-12-2011,CRITICAL
Ord_4264,15-12-2011,MEDIUM
Ord_605,15-12-2008,NOT SPECIFIED
Ord_2846,15-12-2008,CRITICAL
Ord_5045,15-12-2008,HIGH
Ord_5280,15-12-2008,HIGH
Ord_5366,15-12-2008,MEDIUM
Ord_1224,15-12-2009,MEDIUM
Ord_1837,15-12-2009,HIGH
Ord_3622,15-12-2009,NOT SPECIFIED
Ord_5450,15-12-2009,MEDIUM
Ord_2869,15-12-2010,MEDIUM
Ord_5040,15-12-2010,CRITICAL
Ord_1896,15-12-2008,CRITICAL
Ord_1913,15-12-2008,NOT SPECIFIED
Ord_2212,15-12-2008,NOT SPECIFIED
Ord_5216,15-12-2008,NOT SPECIFIED
Ord_571,15-12-2009,LOW
Ord_624,15-12-2009,LOW
Ord_681,15-12-2009,CRITICAL
Ord_760,15-12-2009,HIGH
Ord_2012,15-12-2009,LOW
Ord_4998,15-12-2009,MEDIUM
Ord_2527,15-12-2010,HIGH
Ord_5386,15-12-2010,HIGH
Ord_1372,15-12-2011,NOT SPECIFIED
Ord_2637,15-12-2011,NOT SPECIFIED
Ord_3042,15-12-2011,MEDIUM
Ord_416,15-12-2008,HIGH
Ord_728,15-12-2008,CRITICAL
Ord_5070,15-12-2008,HIGH
Ord_498,15-12-2009,MEDIUM
Ord_773,15-12-2009,MEDIUM
Ord_2158,15-12-2009,LOW
Ord_2730,15-12-2009,MEDIUM
Ord_1682,15-12-2010,MEDIUM
Ord_2144,15-12-2010,HIGH
Ord_2251,15-12-2010,LOW
Ord_2336,15-12-2010,NOT SPECIFIED
Ord_3806,15-12-2010,HIGH
Ord_1712,15-12-2011,NOT SPECIFIED
Ord_3801,15-12-2011,HIGH
Ord_215,15-12-2008,HIGH
Ord_666,15-12-2008,MEDIUM
Ord_946,15-12-2008,CRITICAL
Ord_2280,15-12-2008,CRITICAL
Ord_2322,15-12-2008,NOT SPECIFIED
Ord_3550,15-12-2008,CRITICAL
Ord_4738,15-12-2008,HIGH
Ord_5074,15-12-2008,LOW
Ord_122,15-12-2009,MEDIUM
Ord_3095,15-12-2009,HIGH
Ord_3236,15-12-2009,HIGH
Ord_2185,15-12-2010,HIGH
Ord_3576,15-12-2010,HIGH
Ord_4838,15-12-2010,CRITICAL
Ord_1344,15-12-2011,MEDIUM
Ord_2804,15-12-2011,MEDIUM
Ord_3231,15-12-2011,MEDIUM
Ord_429,15-12-2008,CRITICAL
Ord_2513,15-12-2008,NOT SPECIFIED
Ord_3491,15-12-2008,CRITICAL
Ord_4496,15-12-2008,HIGH
Ord_5501,15-12-2008,MEDIUM
Ord_514,15-12-2009,LOW
Ord_1865,15-12-2009,MEDIUM
Ord_4041,15-12-2009,LOW
Ord_4543,15-12-2009,LOW
Ord_4975,15-12-2009,HIGH
Ord_382,15-12-2010,LOW
Ord_780,15-12-2010,HIGH
Ord_1297,15-12-2010,HIGH
Ord_1482,15-12-2010,MEDIUM
Ord_1817,15-12-2010,MEDIUM
Ord_2386,15-12-2010,NOT SPECIFIED
Ord_3866,15-12-2010,MEDIUM
Ord_4382,15-12-2010,MEDIUM
Ord_5095,15-12-2010,NOT SPECIFIED
Ord_5288,15-12-2010,CRITICAL
Ord_794,15-12-2011,HIGH
Ord_2286,15-12-2011,HIGH
Ord_2592,15-12-2011,NOT SPECIFIED
Ord_2888,15-12-2011,LOW
Ord_4224,15-12-2011,NOT SPECIFIED
Ord_4230,15-12-2011,HIGH
Ord_241,15-11-2008,CRITICAL
